alert_id,timestamp,state,transition_from,flare_probability,anomaly_index,confidence_low,confidence_high,scenario,data_source,model_version,config_hash,data_hash,operator_notes,resolution_time,resolution_reason
224e97f3-14d0-4c94-889a-219f2637b482,2026-06-17T09:43:37.478219+00:00,NORMAL,No change (NORMAL),9.840296965015697e-07,0.07086065995016663,7.898033158116289e-07,1.167838238326135e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
e6364ba0-4c83-4132-a5fc-ec9b1c2ed612,2026-06-17T09:43:37.478290+00:00,NORMAL,No change (NORMAL),4.4802302235024345e-06,0.3535476801061597,3.355156671451716e-06,5.259071390308173e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
7adc83cf-836e-4413-8a50-b23475902beb,2026-06-17T09:43:37.478362+00:00,NORMAL,No change (NORMAL),3.2048646379108124e-06,2.763626399190555,2.6251526341600242e-06,3.7800862692524583e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
f9774d5d-b535-40f8-b24d-4b659a797271,2026-06-17T09:43:37.478439+00:00,NORMAL,No change (NORMAL),2.1063159521471158e-05,1.3674041653098974,1.623091893474031e-05,2.5723580497012168e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
64212193-506c-49b4-b939-95aade00c426,2026-06-17T09:43:37.478510+00:00,NORMAL,No change (NORMAL),2.356962618474074e-06,0.0,2.004982411953564e-06,2.7847411941189907e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
519d28df-84e9-492b-893a-4e6010a9675a,2026-06-17T09:43:37.478582+00:00,NORMAL,No change (NORMAL),1.2636372387033847e-06,0.48595624593443204,1.0719283105820152e-06,1.4602412805021381e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
5bf0ffcd-02b3-4a72-9ba3-6783e610bbf3,2026-06-17T09:43:37.478654+00:00,NORMAL,No change (NORMAL),1.0094535938772093e-06,1.8609726380739295,7.723260465116216e-07,1.2106690694129682e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
31e4ff58-be4b-4a57-b5b2-86df5c361c5a,2026-06-17T09:43:37.478730+00:00,NORMAL,No change (NORMAL),9.79138064126497e-06,0.9464906987203736,7.532304912247086e-06,1.184334964776258e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
5b4a9698-2134-42e6-bf19-d6539e649d93,2026-06-17T09:43:37.478801+00:00,NORMAL,No change (NORMAL),2.9287461826092372e-05,0.1922416599981686,2.4336214927019503e-05,3.33900566248218e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
de743817-3c9e-4160-a96a-603233940d5c,2026-06-17T09:43:37.478874+00:00,NORMAL,No change (NORMAL),5.074548794547979e-05,1.3881193930721536,4.278287315214848e-05,6.139750215385404e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
ac89c76b-db60-45b2-b189-ad611719d286,2026-06-17T09:43:37.478944+00:00,NORMAL,No change (NORMAL),0.0002822701749455316,2.2746608862861217,0.00021809505371143183,0.0003442306344990106,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
635e49ee-dc99-4a02-9a7d-deddcb1e58fe,2026-06-17T09:43:37.479014+00:00,NORMAL,No change (NORMAL),0.004337947579685545,6.17842247069195,0.0034842664755608812,0.005244229166982556,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
9f1ec9f9-bc2d-40cc-bfcc-0f00f7ffccad,2026-06-17T09:43:37.479084+00:00,NORMAL,No change (NORMAL),5.228998742324952e-06,1.0875419450929675,4.44138568340842e-06,6.290246431930861e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
e0339dd2-6c7d-477d-9a40-676e43b5305d,2026-06-17T09:43:37.479154+00:00,NORMAL,No change (NORMAL),1.3091486048908695e-06,3.4298586972643132,9.917906805407073e-07,1.6269497826030438e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
c6822f97-47f5-4c89-8c94-6aa57bb66793,2026-06-17T09:43:37.479224+00:00,NORMAL,No change (NORMAL),1.9647275895592756e-06,8.152716830619449,1.5998562486258572e-06,2.4181033100203408e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
e8e5e7ee-5f8e-4e85-a856-043495a6d759,2026-06-17T09:43:37.479294+00:00,NORMAL,No change (NORMAL),9.498889901229317e-06,1.5904789709992386,7.572411783273322e-06,1.181752786763649e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
66900ffc-b676-4ade-9164-4882658b136d,2026-06-17T09:43:37.479365+00:00,NORMAL,No change (NORMAL),1.0006593808039676e-05,2.52042035688687,8.1774782832316e-06,1.2494634164312798e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
9de3d518-9c4b-49b7-8aae-b30a3c380ecb,2026-06-17T09:43:37.479439+00:00,NORMAL,No change (NORMAL),3.2869228246546053e-06,1.2806313767461963,2.6827402919103477e-06,3.93067875732193e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
d1d1269e-1bfa-4e33-b34a-bcfd736b3344,2026-06-17T09:43:37.479526+00:00,NORMAL,No change (NORMAL),1.034912883182771e-06,4.92688411227003,8.127534721534176e-07,1.2225948583089645e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
ddc86a53-9f09-44cb-b27e-60b9f8c9d79e,2026-06-17T09:43:37.479599+00:00,NORMAL,No change (NORMAL),1.0479692030516997e-06,4.4568269994416845,8.447438685719139e-07,1.2963596166410979e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
0fbdd40c-54b5-4956-86f2-5b701afdf2b9,2026-06-17T09:43:37.479672+00:00,NORMAL,No change (NORMAL),5.854441473608618e-06,2.697109839892315,4.36849094122749e-06,7.228437170682869e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
dfdbbd36-12d3-4754-b2e8-dba57c73d8c5,2026-06-17T09:43:37.479743+00:00,NORMAL,No change (NORMAL),5.321446100360469e-06,2.308621741672554,4.383709301120889e-06,6.172710378884788e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
724ecc95-7182-476d-b3ec-33f7bd297901,2026-06-17T09:43:37.479815+00:00,NORMAL,No change (NORMAL),6.412411030307657e-05,6.2881025421258965,5.293734031307477e-05,7.575608301094268e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
5f6f2e7f-849b-4873-8ae8-0fbc56ac090e,2026-06-17T09:43:37.479886+00:00,NORMAL,No change (NORMAL),1.0409840933692372e-06,2.4001469642254634,8.463131281147801e-07,1.2290791713852822e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
1832873a-0702-4855-bc25-acac83af557b,2026-06-17T09:43:37.479962+00:00,NORMAL,No change (NORMAL),3.7730503032810385e-06,1.6604665218721977,2.9676034546438037e-06,4.507049771095154e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
649fa449-3a76-4e0d-b354-af493c82073c,2026-06-17T09:43:37.480034+00:00,NORMAL,No change (NORMAL),1.7641114456602868e-06,2.10610968877074,1.3913596271105186e-06,2.0509405083358804e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
82481ae5-38d0-412f-baf1-c97310481612,2026-06-17T09:43:37.480104+00:00,NORMAL,No change (NORMAL),3.9688101221903445e-06,1.902141340559974,3.2093084629650987e-06,4.7827102064602946e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
cde5318c-e7ed-4d7f-b533-5168a52137f9,2026-06-17T09:43:37.480175+00:00,NORMAL,No change (NORMAL),4.943891692583724e-05,0.04418307001282593,4.063074942989561e-05,6.168713176385243e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
ed08e7da-55a8-4174-afba-ab7dd9f50dc4,2026-06-17T09:43:37.480249+00:00,NORMAL,No change (NORMAL),5.913984296318877e-05,1.2595122075010845,4.62288977933518e-05,7.004319419859574e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
88dc6359-af49-46c0-b869-ea0bc242c5c4,2026-06-17T09:43:37.480321+00:00,NORMAL,No change (NORMAL),3.816021330879585e-05,2.015808673850846,3.121159449396156e-05,4.5469275905192744e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
c7d61b64-71cc-4c41-8043-b7d434201e4b,2026-06-17T09:43:37.480392+00:00,NORMAL,No change (NORMAL),1.5604838905456662e-06,1.2606865282514326,1.2536765028025146e-06,1.9339734239729222e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
17e4f2ef-57f1-45fd-a604-553e5f68694c,2026-06-17T09:43:37.480464+00:00,NORMAL,No change (NORMAL),3.330334514202892e-06,1.7371102195270514,2.678582329198187e-06,4.155393190062116e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
b75ff0e2-9c90-4e52-a841-2fb4de36e492,2026-06-17T09:43:37.480534+00:00,NORMAL,No change (NORMAL),1.957160488537215e-05,2.1838379647274753,1.5894756734625125e-05,2.4145647882069838e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
6dbd45e6-d745-4cad-ae33-528e922aa12b,2026-06-17T09:43:37.480604+00:00,NORMAL,No change (NORMAL),5.078633656133389e-06,5.461941254159662,3.804567032105061e-06,6.418047133695953e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
236663c9-0a28-4894-aee0-df7a22f2453f,2026-06-17T09:43:37.480676+00:00,NORMAL,No change (NORMAL),1.6184372801865884e-06,2.5575126770657985,1.3443865421002187e-06,1.9053686567544497e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
5c35a09e-98d0-42d3-89e8-c1add8ac55f3,2026-06-17T09:43:37.480746+00:00,NORMAL,No change (NORMAL),1.8919203856340878e-06,5.464951513850535,1.540926978003431e-06,2.3151751844135605e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
dac51234-fe2a-49ae-b76a-093e53a33531,2026-06-17T09:43:37.480817+00:00,NORMAL,No change (NORMAL),1.614501038685704e-06,2.1776804394371565,1.2696517963424463e-06,1.987548329938555e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
9581cc0d-50ed-4009-98ef-a44061a3b27f,2026-06-17T09:43:37.480887+00:00,NORMAL,No change (NORMAL),1.0700949789668016e-06,3.7723101631385147,8.139874783416126e-07,1.3385127283180551e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
21018819-b75b-4f90-8db3-8bbc3896fbc8,2026-06-17T09:43:37.480969+00:00,NORMAL,No change (NORMAL),0.0001328571296533928,3.8196948460914277,0.0001092677540712736,0.00016899614890071427,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
a97d4f28-bf60-4886-af22-9b4b1a9daec7,2026-06-17T09:43:37.481041+00:00,NORMAL,No change (NORMAL),3.811896491539655e-06,1.2778501578048749,2.966721093825775e-06,4.831857461360507e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
5fbe3b7f-3729-4dd9-8d5b-6289bf36d780,2026-06-17T09:43:37.481112+00:00,NORMAL,No change (NORMAL),6.297278333673156e-05,4.293229683624634,4.7777040904585336e-05,7.728149177849318e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
a6f6a8ec-24bf-49b1-9fde-d5357d49149c,2026-06-17T09:43:37.481182+00:00,NORMAL,No change (NORMAL),1.607426439860211e-05,9.839213114309166,1.2582208281154879e-05,1.9724483859100674e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
6e154f89-a7ed-4d45-80d7-76fdcb090798,2026-06-17T09:43:37.481251+00:00,NORMAL,No change (NORMAL),8.763412842224108e-06,0.2984407839860594,7.207214878291256e-06,1.0322817677307652e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
3963419e-5763-46de-a8ab-94391974fe00,2026-06-17T09:43:37.481321+00:00,NORMAL,No change (NORMAL),7.255617042447921e-06,3.317099377847107,5.8291006618913975e-06,9.594641710224216e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
98347194-9ceb-4390-96d6-b988623a67cb,2026-06-17T09:43:37.481394+00:00,NORMAL,No change (NORMAL),0.0001005079065746427,3.54207196779584,8.091882135164017e-05,0.00011962024009677106,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
17986985-e3c8-444d-bb65-8f2a82a2db23,2026-06-17T09:43:37.481465+00:00,NORMAL,No change (NORMAL),2.6788249350913932e-05,1.963063747853426,2.2164340928792023e-05,3.155125719670028e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
59bb8ac1-e202-45f2-a4a2-376921f92766,2026-06-17T09:43:37.481553+00:00,NORMAL,No change (NORMAL),3.59741887672976e-05,0.3674953266503875,2.9661974782537538e-05,4.3699598770158316e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
304aba6b-ce3b-4dae-aae7-fa2da6aac77d,2026-06-17T09:43:37.481623+00:00,NORMAL,No change (NORMAL),1.3448857301770756e-06,2.1848670132746233,1.1175279017993492e-06,1.6885705816524423e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
401cdbc7-1730-4728-9e88-c3dd55cf3ae8,2026-06-17T09:43:37.481693+00:00,NORMAL,No change (NORMAL),9.820639024127842e-07,2.5197545305424436,7.492665288128564e-07,1.2069936039464708e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
506eed9f-bf01-41e8-adcb-16e54a14166c,2026-06-17T09:43:37.481763+00:00,NORMAL,No change (NORMAL),1.6836860768919883e-06,0.5181912403928516,1.3317045000736083e-06,2.1191768668400184e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
0c0915eb-a670-4903-9e24-e17440bbab80,2026-06-17T09:43:37.481836+00:00,NORMAL,No change (NORMAL),2.070181967230279e-06,0.0,1.6468268143738784e-06,2.5691740112914278e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
6b55d826-8bcd-4c35-91a7-e0366690a391,2026-06-17T09:43:37.481906+00:00,NORMAL,No change (NORMAL),1.003600081343744e-06,0.0,7.96356374125171e-07,1.2528980675306977e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
804f833c-63cf-42f3-9aea-4a4beda99616,2026-06-17T09:43:37.481976+00:00,NORMAL,No change (NORMAL),9.62023085568164e-07,3.240071337450613,7.867756873072114e-07,1.1872886099478997e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
509abc38-26d8-453b-8994-bcda4da46712,2026-06-17T09:43:37.482046+00:00,NORMAL,No change (NORMAL),1.0095824021334157e-06,0.0,7.832423282118475e-07,1.2371765459633726e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
21ade36f-5418-48f6-8edc-29c0587bb165,2026-06-17T09:43:37.482117+00:00,NORMAL,No change (NORMAL),2.233512846847406e-05,3.6680925501358974,1.7448894893171298e-05,2.8077511842666347e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
54e541cb-8b7a-4237-ad9a-9eaa155c49c6,2026-06-17T09:43:37.482187+00:00,NORMAL,No change (NORMAL),1.0163894791870751e-05,1.5473745543372417,8.169291532709065e-06,1.2458028314227079e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
330dc3d9-7a45-4fae-a3fd-1595cc212de3,2026-06-17T09:43:37.482256+00:00,NORMAL,No change (NORMAL),1.6176025229408388e-05,2.6777579288220785,1.2714983041300836e-05,1.9912042999154616e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
04bf6a3c-1e87-450d-ad54-1ea9a3496d98,2026-06-17T09:43:37.482327+00:00,NORMAL,No change (NORMAL),1.0253007273475922e-06,0.2321373769168278,8.858373806798354e-07,1.1873880453474247e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
45294c8a-547d-4899-b7f5-f5a872efac12,2026-06-17T09:43:37.482400+00:00,NORMAL,No change (NORMAL),2.352973216277696e-06,2.7324392581588253,1.7693002271516996e-06,2.8510409175902155e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
63606aa5-f194-4646-b181-624428b871a6,2026-06-17T09:43:37.482474+00:00,NORMAL,No change (NORMAL),1.3437754038771365e-06,0.5449902921463501,1.1046511514645903e-06,1.6201476877618935e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
a9a2adcd-16fd-4b0b-b600-6bc4093c0cd2,2026-06-17T09:43:37.482545+00:00,NORMAL,No change (NORMAL),1.3282066261737128e-06,0.19410270018961137,1.068825823570131e-06,1.5245442007069905e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
a11b5f6f-c158-415d-bc09-d9628f1b6e5e,2026-06-17T09:43:37.482615+00:00,NORMAL,No change (NORMAL),1.3108744932840426e-05,0.0,1.0408274436555428e-05,1.62096518651967e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
72f50eba-d250-43b6-b574-1af35a74bfa7,2026-06-17T09:43:37.482685+00:00,NORMAL,No change (NORMAL),1.552250435178913e-05,2.256072847462047,1.2124633237557362e-05,1.843496018556273e-05,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
d782106f-98dd-4d94-bc77-ac9b8d6284d3,2026-06-17T09:43:37.482756+00:00,NORMAL,No change (NORMAL),4.051253625697376e-06,2.2776400684554075,3.200415221999057e-06,5.032804524965374e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
c4da027d-c553-4041-968e-46882887dc6d,2026-06-17T09:43:37.482827+00:00,NORMAL,No change (NORMAL),9.554663029833298e-07,1.6708694092037457,7.633820495075198e-07,1.1710199530915638e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
6e45ae87-e902-4741-9da4-294597b00d42,2026-06-17T09:43:37.482897+00:00,NORMAL,No change (NORMAL),1.0173951139229323e-06,3.216341005252443,7.765993415956174e-07,1.2530310699605113e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
db28ef1e-09d9-4ad8-bab4-eba0459bae01,2026-06-17T09:43:37.482967+00:00,NORMAL,No change (NORMAL),2.489184351617589e-06,1.133842482988529,1.998923181408306e-06,3.249572375110587e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
7cd8a45c-bd33-41e0-a166-b4b49aa884ca,2026-06-17T09:43:37.483037+00:00,NORMAL,No change (NORMAL),1.0009390312910687e-06,0.0,7.969074223298436e-07,1.256163820286633e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
601c092b-10ae-4ec5-a491-b2ac76807f26,2026-06-17T09:43:37.483108+00:00,NORMAL,No change (NORMAL),6.677899548531904e-06,1.2138101543953466,5.555284617117818e-06,7.920367308971689e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
d6465be6-bf60-4154-a00f-b2d71ff0d9d3,2026-06-17T09:43:37.483178+00:00,NORMAL,No change (NORMAL),1.8225753821508062e-06,0.0,1.4989016947371719e-06,2.1607668979584133e-06,Background archive,synthetic_proxy_replay,mvp-0.1,42e389559dc25f1c,962a88ad6fa51748,,,
